x,Bx_average
-9.99999999999999e-08,-81.1314411666067
-9.8e-08,-79.8296950360554
-9.6e-08,-78.5710163617095
-9.4e-08,-77.3543557041026
-9.2e-08,-76.1787201797624
-8.99999999999999e-08,-75.0431061764286
-8.79999999999999e-08,-73.9465369101398
-8.59999999999999e-08,-72.8880040157936
-8.4e-08,-71.8665638026813
-8.2e-08,-70.8812766521771
-8e-08,-69.9312379657078
-7.79999999999999e-08,-69.015526125663
-7.59999999999999e-08,-68.1332846259782
-7.39999999999999e-08,-67.2836684538134
-7.2e-08,-66.465869877524
-7e-08,-65.6790728551409
-6.8e-08,-64.9225230224153
-6.59999999999999e-08,-64.1954910261392
-6.39999999999999e-08,-63.4972434779683
-6.19999999999999e-08,-62.8271048459982
-6e-08,-62.1844155537142
-5.8e-08,-61.5685508505819
-5.6e-08,-60.9788858979863
-5.39999999999999e-08,-60.414847937131
-5.19999999999999e-08,-59.8758805447653
-4.99999999999999e-08,-59.361459322066
-4.8e-08,-58.8710625935134
-4.6e-08,-58.40421483763
-4.4e-08,-57.9604566773025
-4.19999999999999e-08,-57.5393577587063
-3.99999999999999e-08,-57.1404927090173
-3.79999999999999e-08,-56.7634766103208
-3.6e-08,-56.4079403333203
-3.4e-08,-56.0735408813613
-3.2e-08,-55.7599422918403
-2.99999999999999e-08,-55.4668437659989
-2.79999999999999e-08,-55.1939600056984
-2.59999999999999e-08,-54.9410292263899
-2.4e-08,-54.7077987396839
-2.2e-08,-54.4940462103746
-1.99999999999999e-08,-54.2995673435191
-1.8e-08,-54.1241662185487
-1.59999999999999e-08,-53.9676834153581
-1.4e-08,-53.8299627160716
-1.19999999999999e-08,-53.7108682637027
-9.9999999999999e-09,-53.6102921418824
-7.99999999999997e-09,-53.5281318452312
-5.99999999999992e-09,-53.4643130323099
-3.99999999999998e-09,-53.4187717641534
-1.99999999999994e-09,-53.3914637658607
0,-53.3823643580187
1.99999999999994e-09,-53.3914637658607
3.99999999999998e-09,-53.4187717641534
5.99999999999992e-09,-53.4643130323099
7.99999999999997e-09,-53.5281339193792
9.9999999999999e-09,-53.6102921418824
1.19999999999999e-08,-53.7108682637027
1.4e-08,-53.8299627160716
1.59999999999999e-08,-53.9676834153581
1.8e-08,-54.1241662185487
1.99999999999999e-08,-54.2995673435191
2.2e-08,-54.4940462103746
2.4e-08,-54.7077955642046
2.59999999999999e-08,-54.9410292263899
2.79999999999999e-08,-55.1939600056984
2.99999999999999e-08,-55.4668477868806
3.2e-08,-55.7599422918403
3.4e-08,-56.0735362777908
3.6e-08,-56.4079452348276
3.79999999999999e-08,-56.7634766103208
3.99999999999999e-08,-57.1404871969724
4.19999999999999e-08,-57.5393577587063
4.4e-08,-57.9604566773025
4.6e-08,-58.4042213067926
4.8e-08,-58.8710625935134
4.99999999999999e-08,-59.3614521835524
5.19999999999999e-08,-59.8758880283378
5.39999999999999e-08,-60.414847937131
5.6e-08,-60.978877701814
5.8e-08,-61.5685508505819
6e-08,-62.1844155537142
6.19999999999999e-08,-62.8271141726396
6.39999999999999e-08,-63.4972434779683
6.59999999999999e-08,-64.1954809005403
6.8e-08,-64.9225335622149
7e-08,-65.6790728551409
7.2e-08,-66.4658584779934
7.39999999999999e-08,-67.2836802996399
7.59999999999999e-08,-68.1332846259782
7.79999999999999e-08,-69.0155388988152
8e-08,-69.9312379657078
8.2e-08,-70.8812766521771
8.4e-08,-71.8665780590883
8.59999999999999e-08,-72.8880040157936
8.79999999999999e-08,-73.9465215994596
8.99999999999999e-08,-75.0431220347663
9.2e-08,-76.1787201797624
9.4e-08,-77.3543726999437
9.6e-08,-78.5710163617095
9.8e-08,-79.8296950360554
9.99999999999999e-08,-81.1314599761509
1.02e-07,-82.4772476533656
1.04e-07,-83.868094814004
1.06e-07,-85.3050250861876
1.08e-07,-86.7889110453253
1.1e-07,-88.3207078080959
1.12e-07,-89.9013231897623
1.14e-07,-91.5314609496447
1.16e-07,-93.2119200793155
1.18e-07,-94.9432020060876
1.2e-07,-96.7258153417326
1.22e-07,-98.5601084311419
1.24e-07,-100.44607005127
1.26e-07,-102.383599149307
1.28e-07,-104.3723039193
1.3e-07,-106.411264841643
1.32e-07,-108.499361331703
1.34e-07,-110.634721502141
1.36e-07,-112.815029955855
1.38e-07,-115.037230051925
1.4e-07,-117.297177179545
1.42e-07,-119.589834176732
1.44e-07,-121.908862582015
1.46e-07,-124.24614832315
1.48e-07,-126.591931351432
1.5e-07,-128.933868712696
1.52e-07,-131.25700451586
1.54e-07,-133.542965844473
1.56e-07,-135.76904994779
1.58e-07,-137.907771968545
1.6e-07,-139.925709416743
1.62e-07,-141.782382300136
1.64e-07,-143.429789790024
1.66e-07,-144.811680150714
1.68e-07,-145.864702139448
1.7e-07,-146.521155263993
1.72e-07,-146.715132311721
1.74e-07,-146.392359258809
1.76e-07,-145.521394717595
1.78e-07,-144.10181434741
1.8e-07,-142.163999858328
1.82e-07,-139.76141174737
1.84e-07,-136.958918140478
1.86e-07,-133.823182542232
1.88e-07,-130.416824959469
1.9e-07,-126.794950592905
1.92e-07,-123.00457593542
1.94e-07,-119.085310634964
1.96e-07,-115.06952572553
1.98e-07,-110.983657605135
2e-07,-106.849499583353
2.02e-07,-102.684231093143
2.04e-07,-98.5020748307224
2.06e-07,-94.3140711954533
2.08e-07,-90.1289278140287
2.1e-07,-85.9537830972533
2.12e-07,-81.7938242379114
2.14e-07,-77.652917567124
2.16e-07,-73.5341823708974
2.18e-07,-69.4393515984931
2.2e-07,-65.3698590090235
2.22e-07,-61.3261477428527
2.24e-07,-57.30812647271
2.26e-07,-53.3155952075615
2.28e-07,-49.347631636198
2.3e-07,-45.403001239048
2.32e-07,-41.4805364836118
2.34e-07,-37.5784006852193
2.36e-07,-33.6950179827288
2.38e-07,-29.8283205700176
2.4e-07,-25.9761211858699
2.42e-07,-22.1364565707759
2.44e-07,-18.3069526125925
2.46e-07,-14.4851762938369
2.48e-07,-10.6689727754683
2.5e-07,-6.855722927307
2.52e-07,-3.04322843743185
2.54e-07,0.771035155459974
2.56e-07,4.589576114165
2.58e-07,8.41454761945344
2.6e-07,12.2483845650969
2.62e-07,16.0934573669737
2.64e-07,19.9517274853795
2.66e-07,23.8254931274254
2.68e-07,27.7164810474488
2.7e-07,31.6265985450371
2.72e-07,35.5575675103406
2.74e-07,39.5105511123733
2.76e-07,43.4867806249306
2.78e-07,47.4871718775687
2.8e-07,51.5119203660961
2.82e-07,55.561111013732
2.84e-07,59.634293306073
2.86e-07,63.7300286306056
2.88e-07,67.8465751836705
2.9e-07,71.980807398621
2.92e-07,76.1288501588654
2.94e-07,80.2855068770962
2.96e-07,84.4436317381787
2.98e-07,88.5945068382826
3e-07,92.7270808720827
3.02e-07,96.8271225705702
3.04e-07,100.87743965136
3.06e-07,104.856229434764
3.08e-07,108.737046178071
3.1e-07,112.487498775311
3.12e-07,116.067969954532
3.14e-07,119.43142867114
3.16e-07,122.522754471109
3.18e-07,125.279315361115
3.2e-07,127.634492134751
3.22e-07,129.523217827531
3.24e-07,130.89220033523
3.26e-07,131.710977693319
3.28e-07,131.97995983692
3.3e-07,131.730568714975
3.32e-07,131.017058108922
3.34e-07,129.905319244848
3.36e-07,128.462986067529
3.38e-07,126.753522718117
3.4e-07,124.833028030045
3.42e-07,122.749518859791
3.44e-07,120.543466877388
3.46e-07,118.248258853244
3.48e-07,115.891357056472
3.5e-07,113.495443449079
3.52e-07,111.078794533605
3.54e-07,108.656544095695
3.56e-07,106.240805752174
3.58e-07,103.841375883752
3.6e-07,101.466344242322
3.62e-07,99.122017265583
3.64e-07,96.8133989644062
3.66e-07,94.5446072723958
3.68e-07,92.3186638674385
3.7e-07,90.1378479721288
3.72e-07,88.0040022357689
3.74e-07,85.918206313369
3.76e-07,83.8813486543383
3.78e-07,81.8937806647372
3.8e-07,79.9555616244032
3.82e-07,78.0666687313236
3.84e-07,76.2267096103288
3.86e-07,74.4351301347117
3.88e-07,72.6913916236978
3.9e-07,70.9946437731657
3.92e-07,69.344143250467
3.94e-07,67.7389314420241
3.96e-07,66.1780007337287
3.98e-07,64.6604352196671
4e-07,63.1851559211721
4.02e-07,61.7510688940233
4.04e-07,60.3571902115853
4.06e-07,59.0023703370011
4.08e-07,57.6856169437038
4.1e-07,56.405827393759
4.12e-07,55.1619129839503
4.14e-07,53.9529035889335
4.16e-07,52.7777383018317
4.18e-07,51.6353780325682
4.2e-07,50.5249003517762
4.22e-07,49.4452758716524
4.24e-07,48.3956219456408
4.26e-07,47.3749864747096
4.28e-07,46.3824442380441
4.3e-07,45.4171781739805
4.32e-07,44.4783103570246
4.34e-07,43.5649900537217
4.36e-07,42.6764681475849
4.38e-07,41.8119170162992
4.4e-07,40.9706324047499
4.42e-07,40.1518593808932
4.44e-07,39.3548685427954
4.46e-07,38.5790206578567
4.48e-07,37.8236303104794
4.5e-07,37.0880359710602
4.52e-07,36.3716595728428
4.54e-07,35.6738609840281
4.56e-07,34.9941004206963
4.58e-07,34.3317977322782
4.6e-07,33.6864116758937
4.62e-07,33.0574192587571
4.64e-07,32.444280767962
4.66e-07,31.8465777121622
4.68e-07,31.2638032060644
4.7e-07,30.6955017046099
4.72e-07,30.141233173458
4.74e-07,29.6005422139733
4.76e-07,29.0730797104901
4.78e-07,28.5584179686603
4.8e-07,28.0561739102975
4.82e-07,27.5659774862187
4.84e-07,27.087444343957
4.86e-07,26.6202835169212
4.88e-07,26.164133821799
4.9e-07,25.7186728831667
4.92e-07,25.2835892003822
4.94e-07,24.8585817568499
4.96e-07,24.4433363122094
4.98e-07,24.0376188904711
5e-07,23.6411338344607
